Article_len,Avg_Word_Len,CountOfNumbers,CountofExclamation,adjectives,WordCount,sent_neg,sent_neu,sent_pos,label
803,4,24,0,11,140,0.027,0.9,0.073,0
4999,5,47,0,52,749,0.054,0.86,0.086,1
4174,4,22,0,61,717,0.036,0.833,0.131,0
153,5,2,0,3,23,0.095,0.905,0.0,1
5037,5,24,1,78,810,0.073,0.824,0.103,1
5943,5,7,2,107,912,0.046,0.758,0.196,1
73,5,0,1,0,11,0.0,0.725,0.275,0
1108,5,2,0,24,175,0.128,0.766,0.106,0
4044,4,21,2,56,735,0.062,0.824,0.114,0
582,5,25,0,7,97,0.022,0.873,0.106,1
819,4,7,0,15,142,0.067,0.834,0.098,0
5137,5,24,0,70,769,0.098,0.802,0.099,1
5392,5,24,0,75,896,0.132,0.784,0.084,0
1236,5,7,0,11,204,0.09,0.837,0.073,0
5137,4,9,0,68,860,0.019,0.854,0.127,1
32759,4,116,80,385,5702,0.137,0.747,0.116,0
15642,5,89,0,255,2429,0.067,0.822,0.111,0
1096,5,0,0,10,163,0.04,0.848,0.112,1
6117,4,78,1,69,1105,0.076,0.854,0.07,0
828,4,15,0,3,148,0.0,0.784,0.216,0
9336,4,26,1,100,1726,0.055,0.875,0.07,1
3272,5,81,0,29,500,0.098,0.849,0.053,1
1661,5,20,0,24,249,0.276,0.668,0.057,0
6630,5,8,1,106,984,0.122,0.797,0.081,1
374,5,4,0,6,61,0.11,0.859,0.031,1
4859,5,52,0,92,777,0.062,0.864,0.074,1
3713,5,26,0,43,583,0.019,0.891,0.091,1
56,6,0,0,1,8,0.0,1.0,0.0,0
5247,5,20,0,106,856,0.023,0.851,0.127,1
2297,5,18,4,37,330,0.063,0.884,0.053,1
1823,4,26,0,31,307,0.101,0.836,0.063,1
4955,5,28,0,58,767,0.063,0.824,0.112,1
9375,5,114,0,150,1469,0.187,0.724,0.09,0
830,5,4,0,13,130,0.175,0.74,0.086,0
1605,4,5,0,11,288,0.123,0.83,0.047,0
920,4,14,0,6,158,0.029,0.82,0.151,0
487,5,6,0,7,73,0.0,0.797,0.203,1
527,5,10,1,5,82,0.0,0.964,0.036,0
1928,5,23,0,19,314,0.08,0.819,0.101,1
601,4,0,0,3,111,0.107,0.845,0.048,0
573,4,3,1,12,99,0.034,0.685,0.281,0
4001,5,11,0,59,630,0.109,0.754,0.137,0
9327,5,36,5,137,1495,0.172,0.752,0.076,0
3693,5,16,5,48,610,0.042,0.878,0.08,0
958,5,24,0,13,154,0.075,0.806,0.119,0
3044,4,12,0,42,513,0.103,0.844,0.054,0
2555,5,8,1,40,400,0.075,0.775,0.15,0
19,9,0,0,0,2,0.0,1.0,0.0,1
1110,5,6,0,21,182,0.099,0.814,0.087,0
6403,5,32,0,84,1039,0.043,0.87,0.087,1
9714,5,21,1,108,1597,0.052,0.758,0.19,1
11902,4,70,1,142,1993,0.066,0.777,0.158,1
795,5,11,0,12,132,0.092,0.809,0.098,0
53,6,0,0,0,7,0.0,0.723,0.277,0
9042,4,12,0,133,1639,0.091,0.761,0.147,0
6192,5,117,4,75,1014,0.12,0.801,0.08,0
10409,5,38,0,135,1707,0.079,0.822,0.099,1
3955,4,53,0,60,672,0.13,0.838,0.032,1
6342,5,8,0,65,981,0.071,0.839,0.09,1
2672,5,0,0,33,418,0.109,0.758,0.133,0
2402,4,28,0,39,401,0.17,0.715,0.115,1
1596,5,8,0,10,229,0.039,0.803,0.158,0
6214,4,65,0,68,1044,0.126,0.803,0.071,1
973,5,4,0,19,159,0.008,0.86,0.132,1
24361,5,49,0,352,3795,0.107,0.766,0.127,0
1252,5,0,0,12,205,0.159,0.769,0.072,0
4803,5,15,0,61,774,0.091,0.835,0.073,1
6903,5,10,0,93,1040,0.1,0.786,0.114,1
5608,5,4,0,82,859,0.046,0.862,0.093,1
5620,5,25,0,75,879,0.03,0.848,0.123,1
3984,5,23,3,70,645,0.072,0.792,0.137,0
2334,5,35,0,40,362,0.005,0.883,0.112,1
8477,4,128,0,118,1483,0.085,0.878,0.038,0
3086,5,4,0,39,494,0.011,0.8,0.19,1
1494,5,4,0,21,249,0.081,0.829,0.09,0
1084,4,0,0,13,203,0.084,0.83,0.086,0
3555,5,35,0,48,560,0.012,0.89,0.098,1
472,4,0,0,3,79,0.104,0.864,0.032,0
1987,5,19,0,34,321,0.062,0.848,0.09,1
3859,4,55,0,55,646,0.049,0.815,0.136,0
92,7,6,0,1,11,0.218,0.612,0.17,0
3908,5,6,0,56,644,0.087,0.794,0.119,1
6987,4,145,0,92,1170,0.052,0.894,0.054,0
1625,4,6,1,24,285,0.026,0.869,0.106,1
3299,4,17,1,38,588,0.095,0.755,0.15,0
5343,5,8,0,63,846,0.071,0.808,0.121,1
6393,4,42,0,70,1092,0.058,0.84,0.102,1
33961,4,997,21,368,5614,0.064,0.836,0.1,1
1078,4,0,1,14,188,0.032,0.819,0.149,0
3480,5,78,0,56,579,0.091,0.861,0.047,1
3039,5,10,0,39,493,0.046,0.872,0.082,1
1649,4,0,0,18,283,0.067,0.848,0.085,0
276,4,4,0,3,50,0.062,0.89,0.048,0
448,5,2,0,6,65,0.147,0.809,0.045,0
394,5,2,0,6,64,0.077,0.7,0.223,0
2593,5,4,0,27,423,0.05,0.873,0.077,1
4435,5,10,0,80,737,0.041,0.831,0.127,0
1226,5,20,0,13,194,0.028,0.929,0.043,0
2594,5,23,0,32,404,0.021,0.876,0.103,1
7647,5,7,0,114,1256,0.022,0.829,0.149,1
4684,5,63,0,67,772,0.073,0.857,0.07,1
4597,5,7,0,84,741,0.098,0.817,0.085,1
1234,4,3,0,10,207,0.058,0.815,0.127,0
4851,5,39,5,59,755,0.115,0.82,0.065,0
12203,5,41,3,178,1928,0.096,0.791,0.113,1
3594,5,6,0,54,582,0.174,0.757,0.068,0
3681,5,11,1,45,590,0.232,0.725,0.043,0
2756,5,14,0,38,448,0.063,0.793,0.144,1
1411,5,13,0,12,224,0.119,0.867,0.014,1
6895,5,11,0,110,1078,0.104,0.812,0.084,0
2093,4,12,0,33,368,0.066,0.747,0.187,1
5436,5,0,0,94,893,0.078,0.816,0.106,0
5346,5,33,0,69,835,0.086,0.855,0.059,1
10780,5,80,1,116,1684,0.11,0.802,0.087,1
1927,5,13,0,25,294,0.04,0.869,0.091,0
757,5,2,0,10,119,0.196,0.747,0.057,0
1999,5,30,0,31,327,0.101,0.793,0.106,1
7498,5,36,6,112,1229,0.065,0.792,0.143,0
10142,4,106,0,145,1758,0.112,0.803,0.086,0
1558,5,17,0,18,255,0.11,0.869,0.021,1
7199,5,50,0,113,1075,0.091,0.809,0.1,1
3909,4,6,3,49,666,0.063,0.779,0.158,0
699,4,1,0,8,121,0.06,0.863,0.077,0
590,4,4,0,7,110,0.039,0.811,0.15,0
4809,5,4,0,84,763,0.03,0.864,0.106,1
4884,5,6,0,46,789,0.046,0.866,0.088,0
73,6,0,0,0,10,0.0,0.789,0.211,0
1040,5,0,0,11,167,0.085,0.806,0.109,0
7488,5,16,3,100,1243,0.112,0.779,0.109,0
6712,4,16,0,135,1126,0.032,0.863,0.105,1
2365,5,35,0,27,366,0.01,0.878,0.113,1
1756,4,45,0,20,321,0.058,0.902,0.041,1
3725,4,9,0,52,646,0.052,0.87,0.078,0
907,5,7,0,10,144,0.0,0.949,0.051,1
6408,4,17,2,91,1104,0.112,0.761,0.127,0
8638,5,18,0,85,1401,0.095,0.808,0.097,1
44,5,0,0,0,7,0.0,1.0,0.0,0
1362,4,0,0,8,241,0.066,0.738,0.196,0
836,4,1,0,13,142,0.026,0.821,0.152,0
1221,5,0,1,11,198,0.203,0.779,0.019,0
2102,5,12,0,31,332,0.124,0.841,0.035,1
4423,5,11,0,67,714,0.157,0.776,0.067,0
2369,5,19,0,26,372,0.07,0.828,0.102,0
800,4,6,0,11,142,0.124,0.772,0.104,0
5169,5,9,0,65,768,0.037,0.866,0.097,1
241,4,0,0,5,48,0.099,0.632,0.269,0
3326,4,14,1,25,582,0.091,0.811,0.099,1
3185,5,0,0,47,510,0.058,0.862,0.08,1
1186,4,10,0,5,210,0.199,0.744,0.057,0
740,5,0,1,11,121,0.1,0.877,0.024,0
1982,5,69,0,20,317,0.057,0.813,0.13,1
10121,5,32,0,138,1629,0.113,0.768,0.119,1
2722,5,41,0,47,446,0.054,0.852,0.094,1
33715,4,1257,15,368,5663,0.052,0.831,0.117,1
13106,4,51,0,167,2335,0.136,0.82,0.044,0
5945,5,23,0,103,959,0.128,0.786,0.086,0
2323,5,0,0,48,387,0.005,0.939,0.055,1
6031,4,16,1,99,1050,0.072,0.825,0.103,1
893,4,2,0,21,154,0.072,0.92,0.008,0
1445,4,16,0,13,249,0.057,0.816,0.127,1
11669,5,72,1,141,1841,0.142,0.767,0.091,0
1134,4,0,0,10,190,0.101,0.846,0.053,0
3656,5,10,0,50,607,0.017,0.922,0.061,0
560,4,0,0,8,95,0.052,0.894,0.054,0
1682,5,15,1,18,279,0.092,0.781,0.127,0
1395,5,3,0,13,201,0.115,0.85,0.035,1
2833,4,0,0,42,479,0.243,0.663,0.094,0
2513,4,20,1,20,466,0.102,0.794,0.103,1
5876,5,69,0,67,944,0.164,0.764,0.071,1
863,5,9,0,10,143,0.209,0.791,0.0,1
4036,5,10,0,71,654,0.11,0.757,0.133,1
860,4,10,0,11,144,0.137,0.837,0.026,0
3727,5,139,0,46,587,0.058,0.876,0.065,1
5187,5,66,0,75,823,0.078,0.859,0.063,1
3101,5,10,0,31,481,0.055,0.845,0.1,1
830,5,10,0,7,136,0.249,0.699,0.052,1
4511,5,26,0,48,707,0.135,0.775,0.09,1
660,5,4,0,8,103,0.149,0.807,0.043,0
10635,5,71,0,98,1641,0.139,0.78,0.081,1
5498,5,50,0,76,887,0.046,0.917,0.037,1
1217,5,0,0,13,194,0.011,0.852,0.137,1
7770,6,13,0,117,1094,0.088,0.797,0.115,1
961,4,11,0,9,173,0.026,0.91,0.065,0
8349,5,62,5,105,1327,0.114,0.827,0.06,0
897,5,6,0,5,141,0.015,0.876,0.109,1
553,4,0,0,9,95,0.029,0.888,0.082,0
993,5,4,0,8,161,0.052,0.772,0.176,0
5537,4,35,0,85,936,0.05,0.835,0.115,0
6665,5,49,0,86,992,0.07,0.842,0.089,1
2609,5,25,0,34,396,0.03,0.889,0.081,1
4364,4,14,2,47,766,0.16,0.772,0.068,0
5682,5,7,0,89,926,0.134,0.765,0.101,1
1527,4,0,0,18,261,0.113,0.802,0.085,0
2012,5,30,0,28,318,0.0,0.953,0.047,1
3426,4,15,0,40,594,0.121,0.803,0.076,0
8732,5,55,0,118,1343,0.128,0.775,0.097,1
57,5,0,0,1,9,0.259,0.741,0.0,0
546,5,8,0,10,89,0.178,0.713,0.109,0
2211,5,13,0,33,352,0.096,0.86,0.045,1
1620,5,11,0,30,263,0.089,0.799,0.113,1
3853,5,6,0,41,611,0.082,0.883,0.035,1
2869,5,8,0,46,456,0.177,0.779,0.045,1
880,5,5,0,24,136,0.049,0.892,0.059,0
3718,5,12,0,67,612,0.126,0.797,0.077,0
6455,5,50,0,71,992,0.091,0.841,0.068,1
2632,4,15,0,36,448,0.065,0.87,0.065,1
4550,4,22,0,46,782,0.05,0.88,0.07,0
184,4,0,0,1,36,0.156,0.613,0.231,0
5224,4,28,0,69,901,0.079,0.747,0.174,1
5444,5,9,0,71,896,0.117,0.773,0.109,0
85,7,0,0,0,10,0.224,0.776,0.0,0
2963,4,38,0,30,499,0.024,0.863,0.113,1
5939,5,75,0,81,899,0.125,0.819,0.056,0
8414,4,24,0,101,1430,0.079,0.796,0.125,1
5752,5,123,0,100,925,0.071,0.879,0.05,1
238,4,4,0,6,42,0.0,0.947,0.053,0
669,4,0,0,10,122,0.018,0.858,0.124,0
35,4,0,0,0,6,0.0,1.0,0.0,0
5692,5,59,1,53,890,0.104,0.846,0.05,1
4902,4,14,0,77,822,0.1,0.758,0.142,0
5872,5,43,0,91,972,0.05,0.859,0.091,1
4301,5,0,0,67,688,0.068,0.801,0.131,1
3905,5,54,0,43,624,0.002,0.954,0.044,0
7252,4,36,1,84,1227,0.073,0.864,0.062,1
5382,5,59,0,102,848,0.105,0.795,0.101,1
3328,5,9,0,51,517,0.033,0.861,0.105,1
5115,4,12,1,63,887,0.027,0.901,0.071,1
4911,5,53,0,66,785,0.071,0.849,0.081,0
819,4,2,3,11,141,0.0,0.812,0.188,0
2219,5,34,0,31,352,0.098,0.839,0.063,1
2304,5,2,0,26,362,0.039,0.855,0.106,1
1725,5,37,0,25,279,0.01,0.893,0.097,1
6175,5,36,0,72,993,0.069,0.804,0.127,1
1108,5,2,0,12,163,0.116,0.798,0.086,1
1032,4,8,0,11,181,0.118,0.814,0.068,0
693,4,2,0,13,124,0.08,0.904,0.017,0
5205,5,19,0,72,803,0.085,0.817,0.098,1
832,4,2,0,13,149,0.108,0.785,0.107,0
778,4,6,0,7,134,0.0,0.862,0.138,0
2687,5,18,0,48,417,0.039,0.857,0.104,0
3402,4,81,0,53,569,0.032,0.929,0.039,1
2926,5,18,0,38,436,0.131,0.825,0.045,0
1216,4,2,0,21,206,0.034,0.931,0.035,0
6661,5,46,1,68,1091,0.049,0.875,0.076,1
6956,5,68,6,93,1083,0.137,0.781,0.082,0
503,5,37,0,5,80,0.0,1.0,0.0,1
2223,5,2,0,10,358,0.091,0.909,0.0,1
1530,4,4,1,10,274,0.087,0.838,0.075,0
2353,5,0,0,30,368,0.074,0.889,0.037,1
2187,5,3,0,29,352,0.069,0.87,0.061,1
4906,4,43,1,62,853,0.036,0.916,0.047,1
57,8,0,0,1,6,0.0,1.0,0.0,0
1336,5,0,0,30,203,0.197,0.772,0.032,0
32759,4,67,62,401,5716,0.195,0.691,0.114,0
3369,5,22,0,45,514,0.161,0.829,0.01,1
3995,5,174,0,48,619,0.095,0.819,0.086,1
769,4,0,3,12,138,0.033,0.914,0.052,0
4503,5,22,0,71,688,0.089,0.757,0.155,1
3601,4,29,0,55,619,0.063,0.801,0.136,0
2609,5,56,1,43,426,0.137,0.804,0.059,1
3394,5,23,0,34,537,0.052,0.792,0.156,0
8499,5,41,0,108,1350,0.058,0.883,0.06,1
4269,5,0,0,58,706,0.043,0.876,0.081,0
4196,5,16,0,69,654,0.14,0.765,0.095,0
3078,5,46,0,49,511,0.054,0.809,0.136,1
797,4,3,0,6,142,0.147,0.758,0.095,0
2630,5,17,0,39,413,0.082,0.815,0.102,0
4178,5,4,0,72,670,0.148,0.697,0.155,1
1819,5,3,0,22,302,0.038,0.868,0.094,1
3581,5,9,0,53,586,0.035,0.855,0.11,1
5064,5,7,0,49,806,0.096,0.791,0.113,1
7162,5,53,0,138,1076,0.136,0.822,0.042,0
3083,5,18,0,64,452,0.033,0.8,0.168,1
4084,4,26,1,48,702,0.089,0.836,0.075,0
1478,4,23,0,22,251,0.013,0.892,0.095,1
1078,5,1,0,15,178,0.044,0.869,0.087,0
1789,5,7,0,27,282,0.009,0.837,0.154,1
4060,5,62,0,52,619,0.171,0.696,0.133,1
1709,5,5,0,30,265,0.059,0.9,0.041,1
1408,5,2,0,31,205,0.01,0.848,0.143,1
1025,4,0,0,7,185,0.137,0.817,0.046,0
905,5,0,0,11,149,0.094,0.79,0.116,0
4864,5,61,1,72,763,0.148,0.76,0.092,0
4467,4,6,0,57,761,0.118,0.765,0.117,0
7185,5,48,0,61,1191,0.062,0.891,0.047,0
488,4,9,0,9,83,0.063,0.903,0.033,1
7405,5,70,0,116,1139,0.096,0.768,0.136,1
961,4,3,0,10,172,0.028,0.842,0.13,0
5135,5,35,0,62,788,0.116,0.819,0.064,1
2027,5,1,0,29,310,0.157,0.754,0.089,1
2234,4,12,0,16,407,0.195,0.736,0.069,0
1583,5,10,0,24,256,0.158,0.778,0.064,1
875,5,3,0,8,145,0.027,0.957,0.016,1
3995,5,6,2,61,630,0.115,0.804,0.081,0
961,5,0,1,22,153,0.01,0.805,0.185,0
299,5,0,0,6,46,0.034,0.859,0.108,1
702,4,0,0,10,126,0.088,0.835,0.077,0
7299,5,46,0,95,1144,0.132,0.801,0.068,1
634,4,14,0,4,106,0.049,0.779,0.172,0
10883,4,25,2,145,1955,0.109,0.806,0.085,0
2914,4,12,0,51,495,0.32,0.603,0.077,0
3677,4,34,1,38,634,0.043,0.923,0.033,0
3185,5,29,0,49,489,0.019,0.904,0.077,0
11663,5,60,0,160,1933,0.091,0.81,0.098,0
4718,4,2,0,51,798,0.147,0.756,0.096,1
874,5,0,0,11,136,0.0,0.833,0.167,0
2864,5,3,0,40,455,0.078,0.81,0.112,0
5993,4,8,1,68,1032,0.149,0.686,0.165,0
3278,5,0,0,69,538,0.045,0.87,0.085,0
804,4,0,0,6,141,0.122,0.776,0.102,0
59,5,0,0,1,9,0.0,1.0,0.0,0
1926,5,5,0,25,291,0.096,0.811,0.092,0
3487,5,5,0,50,567,0.031,0.876,0.093,1
1153,5,2,0,15,192,0.188,0.767,0.044,0
4187,5,0,0,62,631,0.005,0.867,0.128,0
3227,5,18,0,40,527,0.152,0.685,0.163,1
3806,5,2,0,58,592,0.14,0.763,0.097,1
5991,5,21,0,107,888,0.107,0.805,0.088,1
2107,5,10,0,31,320,0.102,0.798,0.1,1
2900,4,26,0,47,500,0.093,0.788,0.119,0
4926,5,20,0,47,780,0.142,0.797,0.061,1
1271,5,10,0,19,209,0.046,0.844,0.11,1
1296,4,0,0,21,219,0.09,0.709,0.201,0
1325,4,4,0,9,243,0.109,0.804,0.087,1
1511,5,32,0,29,244,0.034,0.897,0.07,1
2293,5,36,0,20,361,0.065,0.841,0.094,1
4950,5,23,1,76,775,0.108,0.856,0.036,0
3150,5,2,0,41,493,0.084,0.813,0.103,0
1110,4,0,0,11,199,0.155,0.776,0.07,0
9689,5,50,0,131,1469,0.061,0.844,0.095,1
7818,5,17,2,95,1252,0.111,0.836,0.053,1
1749,6,4,0,28,242,0.047,0.88,0.073,1
4318,5,13,0,59,628,0.06,0.847,0.092,1
58,4,0,0,0,10,0.256,0.744,0.0,0
1472,4,9,0,16,250,0.048,0.766,0.187,0
1215,5,7,0,22,202,0.07,0.851,0.078,0
29,3,4,0,0,6,0.0,1.0,0.0,1
1153,5,9,0,20,191,0.071,0.717,0.212,0
8076,5,130,2,113,1256,0.055,0.815,0.13,1
5088,4,0,0,72,881,0.209,0.675,0.117,1
1558,5,5,1,25,259,0.029,0.791,0.179,0
10100,4,8,0,110,1716,0.129,0.713,0.159,1
1421,4,6,0,15,241,0.196,0.747,0.057,0
3756,5,12,0,42,615,0.026,0.914,0.059,1
4194,5,31,0,82,688,0.025,0.901,0.074,1
801,4,2,0,12,141,0.0,0.88,0.12,0
7120,4,29,0,102,1245,0.041,0.861,0.098,1
811,5,4,0,16,123,0.016,0.781,0.203,0
5433,5,52,0,61,895,0.051,0.874,0.076,1
1680,4,2,0,16,310,0.08,0.801,0.119,0
6074,5,21,0,71,982,0.011,0.864,0.125,1
55,4,0,0,1,10,0.0,1.0,0.0,0
4050,5,24,0,55,671,0.034,0.79,0.176,1
2408,5,7,0,31,379,0.026,0.79,0.184,1
6747,5,43,0,105,1111,0.093,0.811,0.096,0
1484,4,0,0,16,250,0.076,0.793,0.131,0
9457,5,23,0,165,1359,0.031,0.896,0.072,1
4118,5,21,0,38,637,0.12,0.821,0.059,1
980,4,0,0,4,177,0.064,0.911,0.025,0
8139,4,15,1,113,1479,0.064,0.831,0.104,0
900,5,4,0,8,142,0.0,0.85,0.15,0
5143,5,108,1,48,819,0.067,0.868,0.065,1
12671,5,66,0,160,1951,0.168,0.765,0.067,0
1016,4,192,0,0,174,0.0,0.834,0.166,1
837,4,0,0,14,142,0.016,0.92,0.064,0
1063,5,8,0,13,173,0.113,0.763,0.125,0
2886,5,2,0,36,467,0.05,0.819,0.131,1
6656,4,57,0,88,1180,0.041,0.878,0.082,1
5475,5,14,0,62,841,0.091,0.835,0.074,1
4586,5,27,1,67,704,0.044,0.908,0.049,1
873,4,7,0,8,149,0.081,0.88,0.039,0
219,4,3,0,1,38,0.0,0.847,0.153,1
5700,5,21,0,68,906,0.139,0.809,0.053,1
31349,5,204,0,355,5074,0.182,0.739,0.079,1
67,5,0,0,0,10,0.238,0.762,0.0,0
7240,5,17,0,91,1162,0.01,0.917,0.073,1
3836,5,5,0,75,593,0.035,0.882,0.082,1
16523,4,83,2,242,2754,0.089,0.751,0.16,0
1766,5,15,0,17,287,0.226,0.746,0.028,1
5597,5,51,0,68,856,0.047,0.83,0.123,1
6780,5,29,0,92,1035,0.099,0.808,0.092,0
3469,4,25,0,40,629,0.126,0.753,0.121,0
3775,4,10,0,41,631,0.063,0.828,0.109,0
1127,5,0,0,14,171,0.064,0.818,0.119,0
1131,4,0,0,8,206,0.016,0.847,0.138,0
695,5,108,0,1,105,0.066,0.882,0.052,1
1128,4,16,0,14,193,0.206,0.754,0.039,1
1789,4,6,2,29,307,0.115,0.752,0.133,0
2878,4,16,0,42,509,0.029,0.887,0.084,1
5116,5,28,1,48,816,0.161,0.754,0.086,0
3546,5,12,0,35,564,0.063,0.864,0.073,1
3241,5,35,0,51,539,0.04,0.911,0.049,1
7968,4,32,4,115,1361,0.089,0.79,0.122,0
4374,5,11,0,56,693,0.042,0.825,0.133,1
4050,4,8,0,42,710,0.07,0.732,0.198,0
936,5,2,0,10,153,0.079,0.814,0.107,0
1596,5,2,3,25,249,0.049,0.856,0.095,0
815,5,4,0,15,121,0.264,0.713,0.023,1
55,6,0,0,0,7,0.0,1.0,0.0,0
4977,4,20,0,59,853,0.095,0.843,0.063,1
5364,4,223,2,58,966,0.056,0.864,0.08,0
4431,5,5,0,59,691,0.04,0.898,0.062,1
5022,5,34,1,50,823,0.126,0.834,0.04,0
4171,4,6,1,69,702,0.128,0.779,0.093,1
12703,4,41,36,153,2195,0.185,0.716,0.099,0
72,3,0,0,0,15,0.0,1.0,0.0,0
5811,5,18,1,72,935,0.084,0.848,0.068,0
3670,5,32,0,54,600,0.046,0.855,0.098,1
5096,5,21,0,90,840,0.033,0.834,0.133,0
5147,5,8,1,80,834,0.048,0.806,0.146,1
5046,5,23,0,80,785,0.028,0.868,0.105,0
5610,5,6,0,112,862,0.107,0.796,0.096,1
1050,5,12,0,17,173,0.086,0.776,0.138,0
1188,5,15,0,15,189,0.202,0.751,0.047,1
4400,4,8,0,55,765,0.068,0.821,0.111,0
32024,4,166,8,454,5471,0.108,0.783,0.109,0
2655,5,14,0,49,409,0.02,0.885,0.095,1
2084,5,74,0,34,343,0.046,0.813,0.14,1
5306,5,28,0,81,833,0.078,0.838,0.084,0
940,5,3,0,11,154,0.079,0.825,0.096,0
4279,5,51,0,58,676,0.02,0.894,0.086,1
4803,5,24,0,63,738,0.148,0.779,0.074,0
474,4,7,0,5,81,0.078,0.703,0.219,0
530,4,2,0,8,93,0.062,0.915,0.023,0
22502,5,147,3,336,3681,0.066,0.811,0.123,0
2745,5,16,0,43,432,0.088,0.824,0.089,1
